sno,heading,sub-heading,link
3084,Madras HC increases compensation for accident victim to 1 crore,"18 lakh, had failed to follow the guidelines set by the Supreme Court for calculating compensation in such cases.",https://timesofindia.indiatimes.com/city/chennai/madras-hc-increases-compensation-for-accident-victim-to-1-crore/articleshow/64802387.cms
3085,"Three, including 2 students killed in bus-tractor collision",,https://timesofindia.indiatimes.com/city/madurai/three-including-2-students-killed-in-bus-tractor-collision/articleshow/62451219.cms
3086,"Bus rams police vehicle, two cops, accused killed","A sub-inspector, constable and a man died and two sub-inspectors sustained injuries after a roadways bus rammed into a police vehicle at Farukkhabad-Moradabad state highway near Kargaon village under Wazirganj police station in Badaun district on Monday.",https://timesofindia.indiatimes.com/city/bareilly/bus-rams-police-vehicle-two-cops-accused-killed/articleshow/69208265.cms
3087,"Two killed, three injured in Agra-Lucknow expressway accident",,https://timesofindia.indiatimes.com/city/lucknow/bjp-leader-subrata-pathaks-father-and-uncle-killed-three-other-relatives-injured-on-agra-lucknow-expressway/articleshow/67815593.cms
3088,20% drop in number of deaths in accidents in city,,https://timesofindia.indiatimes.com/city/surat/20-drop-in-number-of-deaths-in-accidents-in-city/articleshow/74165498.cms
3089,"2 killed, 1 critically injured in separate accidents",Two people were killed and one was critically injured in separate Road accidents in the hills of Uttarakhand on Friday,https://timesofindia.indiatimes.com/city/dehradun/2-killed-1-critically-injured-in-separate-accidents/articleshow/55758198.cms
3090,Many bid tearful adieu to mishap victims in Bhilwara,Heart-wrenching scenes were witnessed on Tuesday morning at Paladi village of Bhilwara district when seven bodies were put on a single funeral pyre and consigned to flames.,https://timesofindia.indiatimes.com/city/jaipur/many-bid-tearful-adieu-to-mishap-victims-in-bhilwara/articleshow/69747585.cms
3091,Coca Cola regional manager killed along with mother and niece on Yamuna Expressway,,https://timesofindia.indiatimes.com/city/agra/coca-cola-regional-manager-killed-along-with-mother-and-niece-on-yamuna-expressway/articleshow/66975349.cms
3092,"14 killed, 31 injured as bus rams stationary truck on Agra-Lucknow Expressway",,https://timesofindia.indiatimes.com/city/agra/14-killed-31-injured-as-bus-rams-stationary-truck-on-agra-lucknow-expressway/articleshow/74124114.cms
3093,Jaipur: Bodies of nine victims of Leh mishap to arrive late Monday,Bodies of the nine persons of a family who were killed in a Road accident near Leh in Jammu and Kashmir will reach their native village Paladi of Bhilwara district late on Monday night. Bodies were brought to Delhi by air and were sent to Bhilwara via road route on Monday afternoon after the intervention of the state government.,https://timesofindia.indiatimes.com/city/jaipur/bodies-of-9-victims-of-leh-mishap-to-arrive-late-monday/articleshow/69732139.cms
3094,"3 dead, 10 injured on Agra-Lucknow expressway",,https://timesofindia.indiatimes.com/city/agra/3-dead-10-injured-on-agra-lucknow-expressway/articleshow/62284081.cms
3095,"Two dead, over 40 injured in road mishap",,https://timesofindia.indiatimes.com/city/jammu/two-dead-over-40-injured-in-road-mishap/articleshow/67682729.cms
3096,Reward for people for taking accident victims to hospital,"New Delhi, Aug 11 () As the apathy of people to Road accident victims was exposed again after a security guard bled to death in west Delhi, the city government today said it will soon announce 'Good Samaritan Scheme' under which people will be rewarded for taking victims to hospital and provided",https://timesofindia.indiatimes.com/city/delhi/reward-for-people-for-taking-accident-victims-to-hospital/articleshow/53670290.cms
3097,"Tamil Nadu loses Rs 4 lakh a day as 520 buses lie idle, unable to pay accident relief",,https://timesofindia.indiatimes.com/city/chennai/tamil-nadu-loses-rs-4-lakh-a-day-as-520-buses-lie-idle-unable-to-pay-accident-relief/articleshow/59963339.cms
3098,"Delhi: Lied to by policeman, accident victim files FIR after 10 months","Bedridden for 10 months following a Road accident last year, 19-year-old Dhawal Sareen finally managed to get his FIR registered on Wednesday and only after filing an RTI application to prove that police had lied to him about the identity of the driver who had knocked him down.",https://timesofindia.indiatimes.com/city/delhi/lied-to-by-policeman-accident-victim-files-fir-after-10-months/articleshow/69682431.cms
3099,"Dependent siblings of accident victims too are eligible for compensation, says HC",,https://timesofindia.indiatimes.com/city/chennai/dependent-siblings-of-accident-victims-too-are-eligible-for-compensation-says-hc/articleshow/66888622.cms
3100,"3 died, 5 injured in separate accidents in Patiala","In separate Road accidents, police here have booked four unidentified persons for causing death by negligence and rash driving.",https://timesofindia.indiatimes.com/city/ludhiana/3-died-5-injured-in-separate-accidents-in-patiala/articleshow/66875675.cms
3101,Man with missing fingertip released from hospital,"Nilotpal Chakraborty, whose severed fingertip went missing while he was undergoing treatment at a south Kolkata hospital, was discharged on Friday. The 35-year-old chemical engineer was admitted to CMRI Hospital on Wednesday evening after the tip of his left ring finger got severed in a",https://timesofindia.indiatimes.com/city/kolkata/man-with-missing-fingertip-released-from-hospital/articleshow/70198740.cms
3102,Open roads lead to more accidents: Study,"Against the common belief that obstacles on the roads and narrow roads are the basic reasons for accidents,",https://timesofindia.indiatimes.com/city/nashik/open-roads-lead-to-more-accidents-study/articleshow/69614685.cms
3103,Three accident-prone spots to get FOBs within a year in Delhi,"The Public Works Department (PWD) has planned to construct foot overbridges (FOBs) at three spots which are infamous for accidents. The FOBs will be built at Monastery Market near Kashmere Gate, National Highway (NH-10) and Shiv Parvati Mandir on Mehrauli–Badarpur (MB) Road.",https://timesofindia.indiatimes.com/city/delhi/3-accident-prone-spots-to-get-fobs-within-a-year/articleshow/70761741.cms
3104,62% rise in number of persons hurt in accidents,The latest data released by district crime records bureau (DCRB) showed a 62% increase in the number of persons getting injured in Road accidents in city over the past five years. Another highlight of the DCRB report (2017) was that the number of fatalities dropped by nearly 20%.,https://timesofindia.indiatimes.com/city/kochi/62-rise-in-number-of-persons-hurt-in-accidents/articleshow/63071534.cms
3105,Lawyer Ujjwal Nikam escapes unhurt in road mishap on Mumbai-Pune expressway,,https://timesofindia.indiatimes.com/city/pune/lawyer-ujjwal-nikam-escapes-unhurt-in-road-mishap/articleshow/64463991.cms
3106,Four killed in two separate accidents in Malappuram,,https://timesofindia.indiatimes.com/city/kozhikode/four-killed-in-two-separate-accidents-in-malappuram/articleshow/68912449.cms
3107,"Highway horror: Four killed, six injured in Sangareddy accident",,https://timesofindia.indiatimes.com/city/hyderabad/highway-horror-four-killed-six-injured-in-sangareddy-accident/articleshow/65631273.cms
3108,"Nature of injuries exposes murder plot, FIR registered against three",,https://timesofindia.indiatimes.com/city/pune/nature-of-injuries-exposes-murder-plot/articleshow/65249825.cms
3109,7 of a family among 12 killed after cars collide near Jodhpur,"Twelve persons, including seven from a family, died in a fatal Road accident near Agolai, 40 kilometres from Jodhpur on Jodhpur-Jaisalmer highway late on Monday night when two speeding vehicles collided head-on with each othe",https://timesofindia.indiatimes.com/city/jaipur/7-of-a-family-among-12-killed-after-cars-collide-near-jodhpur/articleshow/69550327.cms
3110,Pune: Mayor launches three-year road safety drive to reduce accident fatalities,,https://timesofindia.indiatimes.com/city/pune/mayor-launches-3-year-road-safety-drive-to-reduce-accident-fatalities/articleshow/68209169.cms
3111,"Youth found dead near cemetery, six held",,https://timesofindia.indiatimes.com/city/trichy/youth-found-dead-near-cemetery-six-held/articleshow/69510519.cms
3112,Two men killed in accident,,https://timesofindia.indiatimes.com/city/chandigarh/2-men-killed-in-accident/articleshow/64810658.cms
3113,"2 killed, 18 injured in accident near Yavatmal",,https://timesofindia.indiatimes.com/city/nagpur/2-killed-18-injured-in-accident-near-yavatmal/articleshow/64391563.cms
3114,Third mishap in the family of Harikrishna in the same district,The Road accident mishap at Nalgonda on Wednesday is the third mishap in the family of Nandamuri Harikrishna. All three accidents occurred in Nalgonda district on national highways.,https://timesofindia.indiatimes.com/city/hyderabad/third-mishap-in-the-family-of-harikrishna-in-the-same-district/articleshow/65588397.cms
3115,Machiwara man dies in accident in Germany,,https://timesofindia.indiatimes.com/city/ludhiana/machiwara-man-dies-in-accident-in-germany/articleshow/65180804.cms
3116,AIADMK MP killed as SUV rams median,,https://timesofindia.indiatimes.com/city/chennai/aiadmk-mp-killed-as-suv-rams-median/articleshow/68132778.cms
3117,"Drop in accidents, crimeafter liquor ban: Study",,https://timesofindia.indiatimes.com/city/patna/drop-in-accidents-crimeafter-liquor-ban-study/articleshow/51832419.cms
3118,Tribunal orders Rs 10 lakh relief for man disabled in accident,,https://timesofindia.indiatimes.com/city/chandigarh/tribunal-orders-rs-10-lakh-relief-for-man-disabled-in-accident/articleshow/67374877.cms
3119,"Delhi family meets with road mishap on Yamuna Expressway, two women killed",,https://timesofindia.indiatimes.com/city/agra/delhi-residents-meet-with-road-accident-on-yamuna-expressway-two-women-killed/articleshow/68092625.cms
3120,Time limit to claim aid for road mishap extended,"Panaji: Offering much-needed relief to grieving citizens or those recovering from an accident, the time period for the state-funded compensation scheme providing financial assistance to road mishap victims has been extended in case of both injury as well as death.",https://timesofindia.indiatimes.com/city/goa/time-limit-to-claim-aid-for-road-mishap-extended/articleshow/55735663.cms
3121,Over 200 injured land in city hosps,,https://timesofindia.indiatimes.com/city/jaipur/over-200-injured-land-in-city-hosps/articleshow/67341871.cms
3122,CM Santwana Harish Yojana reaches out to victims of accidents,,https://timesofindia.indiatimes.com/city/mangaluru/cm-santwana-harish-yojana-reaches-out-to-victims-of-accidents/articleshow/55029092.cms
3123,"4 dead as car rams tree in Nainital district, 2-year-old child critical","Four people, including the driver of the vehicle died in a Road accident in Ramnagar in Nainital district on Saturday",https://timesofindia.indiatimes.com/city/dehradun/4-dead-as-car-rams-tree-in-nainital-district-2-yr-old-child-critical/articleshow/63765067.cms
3124,"One killed, another injured in hit-and-run accident",,https://timesofindia.indiatimes.com/city/dehradun/one-killed-another-injured-in-hit-and-run-accident/articleshow/66528906.cms
3125,Two killed in accidents on NH-8,,https://timesofindia.indiatimes.com/city/vadodara/two-killed-in-accidents-on-nh-8/articleshow/64181938.cms
3126,"Leopard hit by vehicle on Agra Expressway, killed","A 5-year-old male leopard was killed in an accident on Agra-Lucknow Expressway on Thursday. The big cat, apparently, was knocked down by a speeding vehicle when it was trying to cross the expressway near Karhal area in Mainpuri district.",https://timesofindia.indiatimes.com/city/kanpur/leopard-hit-by-vehicle-on-agra-expressway-killed/articleshow/63223571.cms
